book_id,title,author,genre,avg_rating,popularity
361.0,Digitized clear-thinking encoding,Dillon Clark,Sci-Fi,3.65,4312.0
362.0,Business-focused fault-tolerant success,Patrick Gray,Sci-Fi,3.32,9151.0
363.0,Distributed bifurcated collaboration,Richard Reynolds,Sci-Fi,4.09,5274.0
364.0,Function-based real-time support,Carla Scott,Sci-Fi,4.51,2819.0
365.0,Enhanced 3rdgeneration initiative,Destiny Campbell,Horror,4.71,5469.0
366.0,Cross-group zero administration capability,Michael Snyder,Romance,4.08,3729.0
367.0,Exclusive needs-based neural-net,Charles Wright,Romance,3.61,1482.0
,Synchronized interactive emulation,George Willis,Mystery,3.63,8147.0
369.0,,Misty Rice,Mystery,4.51,3313.0
370.0,Grass-roots optimizing website,Alexander Sullivan,Romance,4.41,5745.0
371.0,Fundamental zero-defect adapter,Brett Garcia,Romance,3.88,5923.0
372.0,Balanced contextually-based array,Shawn Collins,Sci-Fi,4.92,5289.0
373.0,Switchable value-added focus group,Nicholas Wright,Fantasy,3.38,5088.0
374.0,Assimilated bottom-line strategy,Eric Manning,Self-help,4.4,9183.0
375.0,Progressive interactive ability,Cynthia Thomas,Romance,4.12,2915.0
376.0,Universal upward-trending project,Janice Archer,Romance,4.39,3255.0
377.0,Exclusive cohesive approach,Mrs. Linda Pierce DDS,Fantasy,4.42,6630.0
378.0,Robust actuating artificial intelligence,Donald Mays,Self-help,3.29,5574.0
379.0,Expanded exuding leverage,Cynthia Christensen,Thriller,3.79,6312.0
380.0,Proactive value-added attitude,Julie Pearson,Fantasy,4.91,4816.0
381.0,Operative 6thgeneration time-frame,Stacey Todd,Mystery,4.94,5306.0
382.0,Distributed well-modulated help-desk,Lisa Potter,Finance,3.89,669.0
383.0,Business-focused uniform middleware,Kevin Mitchell,Fantasy,3.31,4486.0
384.0,Sharable maximized moderator,Jacob Smith,Fantasy,3.45,3588.0
385.0,Decentralized asynchronous database,Gina Morgan,Fantasy,3.45,3539.0
386.0,Down-sized tertiary capability,Thomas Grant,Fantasy,3.59,341.0
387.0,Synergistic leadingedge model,Kaitlyn Chan,Self-help,3.97,7192.0
388.0,Right-sized well-modulated approach,Julie Dougherty,Romance,4.1,9308.0
389.0,Customer-focused interactive algorithm,Kayla Maxwell,Fantasy,3.37,8497.0
390.0,Phased coherent capacity,Megan Koch,Thriller,4.25,6343.0
391.0,Reverse-engineered scalable info-mediaries,,Sci-Fi,4.41,5964.0
392.0,Exclusive mobile Graphical User Interface,Amanda Johns,Horror,3.53,6066.0
393.0,Realigned bi-directional ability,Dustin Smith,Romance,4.85,3846.0
394.0,Up-sized transitional neural-net,Harold Camacho,Romance,3.71,2204.0
395.0,Profit-focused 5thgeneration access,David Parrish,Romance,4.65,4046.0
396.0,Ergonomic zero administration challenge,James Lopez,Sci-Fi,4.16,1584.0
397.0,Decentralized hybrid paradigm,Willie Morrison,Finance,4.57,8315.0
398.0,Virtual homogeneous neural-net,Jesus Ross,Sci-Fi,4.07,1718.0
399.0,Phased 3rdgeneration info-mediaries,Melanie Kelly,Horror,4.21,5708.0
400.0,Optional regional solution,Kenneth Haas,Sci-Fi,4.29,9078.0
401.0,Multi-lateral tangible synergy,Terri Davis,Horror,3.45,4410.0
402.0,Centralized user-facing budgetary management,Stephanie Colon,Thriller,3.11,7175.0
,Networked asynchronous ability,Mr. Craig Williams,Thriller,3.87,2808.0
404.0,Streamlined multi-state throughput,Richard Campbell,Fantasy,3.9,943.0
405.0,Extended tangible synergy,Lisa Glenn,Self-help,3.95,2423.0
406.0,Re-engineered client-driven forecast,Eileen Jones,Fantasy,3.71,4524.0
407.0,Assimilated 24/7 framework,Nancy Burke,Thriller,4.89,452.0
408.0,Compatible 24/7 functionalities,Amber Garcia,Sci-Fi,3.98,2185.0
409.0,Compatible homogeneous leverage,Pamela Klein,Finance,3.43,7408.0
410.0,Networked tangible frame,Robert Hall,Romance,4.39,4992.0
411.0,Seamless full-range emulation,Brandon Smith,Romance,4.14,8323.0
412.0,Ameliorated bottom-line task-force,Jonathan Green,Self-help,3.29,8842.0
,Distributed mobile middleware,Lauren Coleman,Finance,4.17,112.0
414.0,Decentralized foreground leverage,George Garner,Finance,3.11,5872.0
415.0,Customizable client-driven moratorium,Susan Velez,Thriller,4.55,1164.0
416.0,Managed bandwidth-monitored challenge,Jacob Hart,Mystery,4.06,2642.0
417.0,Profit-focused bandwidth-monitored Graphical User Interface,Christopher Dickerson,Sci-Fi,3.5,9856.0
418.0,Sharable 6thgeneration task-force,Linda Martin,Sci-Fi,4.98,2970.0
419.0,Upgradable human-resource adapter,Richard Graham,Fantasy,4.86,1958.0
420.0,User-centric holistic throughput,Raymond Mcdonald,Romance,3.19,6612.0
,Automated heuristic architecture,Alexander Harris,Thriller,4.9,6348.0
422.0,Profit-focused maximized capability,Robert Fischer,Horror,3.76,7773.0
423.0,Polarized national project,Karen Sharp,Fantasy,3.69,1571.0
424.0,Extended bandwidth-monitored matrix,William Moreno,Romance,3.35,7052.0
425.0,Vision-oriented contextually-based intranet,Benjamin Turner,Self-help,4.0,3024.0
426.0,Inverse tertiary knowledgebase,Janet Martin,Romance,3.4,5755.0
427.0,Enhanced full-range firmware,Jennifer Rice,Finance,4.27,5566.0
428.0,Digitized local contingency,Sandra Shea,Thriller,3.19,4224.0
429.0,Organized intangible interface,Adam Delgado,Fantasy,4.21,9128.0
430.0,Multi-tiered systemic database,Tracy Heath,Fantasy,3.75,2761.0
431.0,Triple-buffered demand-driven Graphical User Interface,Joshua Mccall,Fantasy,4.97,207.0
432.0,Phased intangible solution,Larry Robinson,Fantasy,3.77,454.0
433.0,Progressive intermediate success,Karen Williams,Horror,4.14,6142.0
434.0,Synchronized system-worthy algorithm,Kelly Mayer,Self-help,4.91,3089.0
435.0,Object-based optimizing service-desk,Anthony Cook,Mystery,4.0,8769.0
436.0,Multi-layered zero-defect encoding,Gregory Johnson,Fantasy,3.69,2535.0
437.0,Progressive real-time throughput,Curtis Barnes,Thriller,4.15,7221.0
438.0,Configurable fresh-thinking policy,,Sci-Fi,4.76,2909.0
439.0,Advanced foreground core,Nancy Jenkins,Thriller,4.63,7293.0
440.0,Centralized user-facing leverage,Sierra Porter,Fantasy,3.08,8808.0
441.0,Mandatory grid-enabled extranet,Samuel Willis,Self-help,4.59,1971.0
442.0,Assimilated disintermediate toolset,Bridget White,Horror,3.62,4775.0
443.0,Expanded impactful synergy,Joy Clark,Fantasy,4.37,9669.0
444.0,Centralized tertiary conglomeration,Mason Olson,Thriller,4.8,8154.0
445.0,Customer-focused well-modulated archive,Sandra Curtis,Fantasy,3.31,5528.0
446.0,Pre-emptive interactive portal,John Henderson,Self-help,4.86,
447.0,Centralized zero-defect frame,Stephen Watson,Horror,4.57,1907.0
448.0,Horizontal encompassing neural-net,Juan Johnson,Mystery,3.13,4035.0
449.0,Enhanced bi-directional interface,Aimee Silva,Romance,3.48,8041.0
,Enhanced contextually-based algorithm,,Fantasy,3.81,5871.0
451.0,Re-contextualized neutral access,William Adams,Fantasy,4.96,7872.0
452.0,Synergistic hybrid flexibility,Billy Henderson Jr.,Horror,4.82,9686.0
453.0,Compatible local Local Area Network,Olivia Dorsey,Fantasy,4.04,5252.0
454.0,Configurable impactful core,Richard Beasley,Self-help,4.13,8716.0
455.0,Synergized 24/7 alliance,Craig Lopez,Thriller,4.51,3293.0
456.0,Persevering contextually-based extranet,Jamie Walker,Romance,3.27,3245.0
457.0,Customizable leadingedge complexity,Rachel Hamilton,Romance,4.25,6624.0
458.0,Front-line next generation ability,Tina Johnson,Romance,3.16,391.0
459.0,Object-based web-enabled Graphic Interface,Christopher Bailey,Thriller,3.64,7932.0
460.0,Upgradable reciprocal neural-net,Michael Robinson,Mystery,3.61,4706.0
461.0,Robust directional capacity,Christopher Chang,Sci-Fi,4.4,8644.0
462.0,Enterprise-wide needs-based array,Kenneth Short,Horror,3.38,1462.0
,Face-to-face grid-enabled projection,William Hart,Romance,4.17,9360.0
464.0,,Michelle Chavez,Thriller,4.28,786.0
465.0,Stand-alone full-range concept,Christopher Newman,Thriller,3.09,4964.0
466.0,Multi-channeled demand-driven parallelism,Marcus Sims MD,Romance,3.7,8811.0
467.0,Organized uniform ability,Kimberly Turner,Fantasy,4.65,7108.0
468.0,Adaptive intangible synergy,Jack Gutierrez PhD,Sci-Fi,4.05,2922.0
469.0,Down-sized 6thgeneration moratorium,Miguel Garcia,Thriller,4.36,733.0
470.0,Down-sized radical analyzer,Raymond Strong,Self-help,3.2,3043.0
471.0,Vision-oriented exuding encoding,Diana Daniels,Self-help,4.42,1196.0
472.0,Automated optimal definition,Christopher Krueger,Sci-Fi,3.99,9358.0
473.0,Fully-configurable demand-driven conglomeration,Christopher Howard,Mystery,3.03,6251.0
474.0,Balanced coherent workforce,Matthew Rivera,Fantasy,4.38,4759.0
475.0,Centralized bifurcated process improvement,Courtney Morgan,Fantasy,3.48,5420.0
476.0,Managed transitional software,Courtney Sullivan,Finance,,3742.0
477.0,Profit-focused neutral workforce,Melissa Clark,Romance,4.68,734.0
478.0,Ergonomic web-enabled time-frame,Shaun Phillips,Fantasy,4.2,4231.0
479.0,Fully-configurable hybrid complexity,Brandi Cain,Self-help,3.85,9348.0
480.0,Assimilated grid-enabled open system,Kimberly Brewer,Sci-Fi,4.8,5075.0
481.0,Decentralized clear-thinking toolset,Devin Martin,Fantasy,4.76,4467.0
482.0,,Nicole Long,Romance,3.02,6778.0
483.0,Seamless radical pricing structure,Anthony Thomas,Romance,4.69,3105.0
484.0,Proactive impactful customer loyalty,Joe Chapman,Horror,3.98,9833.0
485.0,Grass-roots cohesive architecture,Janet Larson,Fantasy,4.39,685.0
486.0,Future-proofed secondary array,Stephanie Peterson,Mystery,3.9,3654.0
487.0,Cross-platform optimizing capacity,Jeremy Warner,Fantasy,3.23,2604.0
488.0,Cross-platform mission-critical hub,James Raymond,Self-help,3.98,3005.0
489.0,Grass-roots methodical functionalities,Samuel Soto,Thriller,3.33,4203.0
490.0,Open-architected eco-centric info-mediaries,Taylor Haynes,Finance,4.43,6525.0
491.0,Secured interactive capability,Randall Johnson,Romance,3.57,9341.0
492.0,Re-engineered optimizing complexity,Sherry Barrera,Romance,,6471.0
493.0,Intuitive client-driven flexibility,Christopher Rodriguez,Horror,4.77,1418.0
494.0,Multi-channeled system-worthy emulation,Heather Stewart,Thriller,4.0,2083.0
495.0,Future-proofed demand-driven success,Ashlee Bowman,Thriller,3.07,7845.0
496.0,Innovative disintermediate secured line,Kelly Alexander,Fantasy,3.46,
497.0,Reverse-engineered maximized productivity,John Dickson,Fantasy,4.53,1105.0
498.0,Multi-layered system-worthy support,Carlos Arellano,Fantasy,4.23,7178.0
,Profit-focused needs-based encoding,Dawn Yates,Sci-Fi,3.88,673.0
500.0,Inverse tangible moratorium,Leslie Fitzgerald,Mystery,4.01,3097.0
501.0,Adaptive exuding throughput,Katherine Reynolds,Sci-Fi,4.45,717.0
502.0,Sharable homogeneous orchestration,Daniel Young,Thriller,4.9,5593.0
503.0,Down-sized optimizing parallelism,Mrs. Anna Salas,Self-help,3.5,2876.0
504.0,Centralized composite Graphical User Interface,Joshua Roberts,Romance,3.4,925.0
505.0,Optional even-keeled approach,Felicia Gordon,Romance,3.31,4781.0
506.0,Multi-channeled user-facing moderator,Sandra Weaver,Thriller,3.45,3185.0
507.0,Vision-oriented fresh-thinking standardization,Riley Taylor,Romance,4.44,415.0
508.0,Enhanced 3rdgeneration support,Jennifer Martinez,Self-help,3.14,4027.0
509.0,Reduced zero-defect concept,Thomas Atkins,Mystery,3.58,2640.0
510.0,Sharable foreground support,Richard Myers,Fantasy,4.93,930.0
511.0,Realigned cohesive conglomeration,Gregory Fischer,Fantasy,3.13,8488.0
512.0,Public-key contextually-based help-desk,Mary Reid,Thriller,4.24,2784.0
513.0,Down-sized web-enabled framework,Juan Lopez,Sci-Fi,3.64,630.0
514.0,Virtual eco-centric contingency,Ann Bautista,Fantasy,,3829.0
515.0,Diverse dynamic focus group,Kelly Thompson,Fantasy,3.01,958.0
516.0,Advanced zero tolerance access,Mary Foster,Horror,4.54,1961.0
517.0,Team-oriented leadingedge analyzer,James Baker,Self-help,4.52,577.0
518.0,Mandatory actuating paradigm,Cory Jones,Thriller,3.15,7806.0
519.0,Horizontal secondary analyzer,David Jones,Self-help,4.29,4628.0
520.0,User-centric well-modulated artificial intelligence,Danielle Hines,Mystery,3.77,3894.0
521.0,,Edward Ford,Mystery,4.23,5655.0
522.0,Cross-group optimizing definition,Aaron Williams,Finance,4.27,7851.0
523.0,Ameliorated multi-tasking circuit,Matthew Flores,Self-help,3.31,8790.0
524.0,Grass-roots impactful budgetary management,Nicole Guerra,Self-help,3.45,4700.0
525.0,Centralized methodical Internet solution,,Mystery,3.35,6365.0
526.0,Progressive transitional help-desk,Kenneth Perez,Finance,4.76,6031.0
527.0,Enhanced dedicated flexibility,Jeremy Coleman,Sci-Fi,3.86,4913.0
528.0,Digitized directional service-desk,William Mercado,Fantasy,3.92,8872.0
529.0,Open-source bifurcated access,Rebecca Green,,4.97,2049.0
530.0,Universal background Internet solution,Todd Baldwin,Horror,3.71,6649.0
531.0,Networked grid-enabled focus group,Donna Sexton,Romance,3.84,7411.0
532.0,Exclusive logistical conglomeration,Matthew Price,Romance,3.78,5957.0
533.0,Multi-lateral mission-critical instruction set,Nicole Henderson,Romance,4.33,2181.0
534.0,Team-oriented demand-driven utilization,Eduardo Hanson,Sci-Fi,3.41,3555.0
535.0,Balanced even-keeled interface,Kara Garrison,Sci-Fi,4.14,5955.0
536.0,Cross-platform multimedia neural-net,Zachary Huff,Self-help,4.1,6689.0
537.0,Proactive regional pricing structure,,Romance,3.61,6437.0
538.0,Balanced composite forecast,Jill Adams,Fantasy,3.22,7411.0
539.0,Future-proofed asynchronous throughput,Daniel Reed DDS,Romance,4.67,6753.0
540.0,Exclusive motivating info-mediaries,Joan Hodges,Fantasy,3.43,9039.0
541.0,Advanced composite help-desk,Patricia Wood,Self-help,4.32,
542.0,Face-to-face homogeneous task-force,Justin Williams,Romance,4.89,391.0
543.0,Team-oriented maximized conglomeration,Jeffrey Mccarthy,Mystery,3.77,2824.0
544.0,Cloned solution-oriented access,April Morgan,Romance,4.49,9231.0
545.0,Profit-focused global product,Karen Acevedo,Sci-Fi,4.28,9422.0
546.0,Enhanced background infrastructure,Cynthia Deleon,Sci-Fi,3.4,6739.0
547.0,Robust 3rdgeneration website,Richard Woods,Romance,3.49,2140.0
548.0,Compatible empowering service-desk,Eric Mathis,Sci-Fi,3.97,8694.0
549.0,Sharable incremental support,Daniel Wagner,Sci-Fi,4.75,1591.0
550.0,Programmable empowering focus group,Anthony Luna,Sci-Fi,3.17,143.0
551.0,Configurable needs-based system engine,Matthew Chase,Self-help,4.74,5432.0
552.0,Operative eco-centric instruction set,Bonnie Mcdowell,Self-help,3.63,5845.0
553.0,Versatile discrete initiative,Rhonda Oconnell,Fantasy,3.3,3490.0
554.0,Cloned holistic protocol,Michael Stone,Romance,3.13,5170.0
555.0,Programmable value-added portal,Teresa Hernandez,Thriller,4.66,7784.0
556.0,Phased tangible concept,Ashley Waters,Romance,3.35,4969.0
557.0,Integrated full-range analyzer,Marie Monroe,Fantasy,4.12,2491.0
558.0,Networked 3rdgeneration frame,Heidi Mullins,Fantasy,3.24,6713.0
559.0,Optimized 5thgeneration Graphical User Interface,Crystal Wright,Fantasy,4.1,7694.0
560.0,Future-proofed interactive parallelism,Christine Sanders,Mystery,3.56,4087.0
561.0,Stand-alone leadingedge secured line,Robert Ruiz,Finance,4.33,2403.0
562.0,Decentralized neutral challenge,Clifford Jenkins,Self-help,3.19,646.0
563.0,Phased object-oriented project,Brad Smith,Fantasy,3.76,6216.0
564.0,Profound local migration,Jessica Robinson,Thriller,4.53,9604.0
565.0,Virtual full-range service-desk,Samantha Hughes,Mystery,4.64,7225.0
566.0,Versatile demand-driven orchestration,Eric Li,Thriller,3.36,326.0
567.0,Total multimedia solution,Sarah Avila,Finance,4.89,9287.0
568.0,Open-architected 4thgeneration support,Rebecca Little,Romance,3.68,1393.0
569.0,Ameliorated static productivity,Charles Poole,Self-help,3.14,2211.0
570.0,Team-oriented logistical approach,Scott Henderson,Mystery,4.35,2450.0
,Total well-modulated archive,Jennifer Cummings,Fantasy,4.87,3230.0
572.0,Assimilated incremental infrastructure,Ryan Farmer,Finance,3.64,1362.0
573.0,Open-architected well-modulated complexity,Tonya Kemp,Romance,4.97,8106.0
574.0,Advanced methodical core,Lauren Thompson,Fantasy,4.78,6845.0
575.0,Profound reciprocal artificial intelligence,Lacey Herrera,Finance,3.73,4141.0
576.0,Diverse mobile capability,Jennifer Morris,Fantasy,3.56,8527.0
577.0,Visionary demand-driven throughput,Julie Ellis,Self-help,3.05,5220.0
578.0,Adaptive national interface,Elizabeth Baker,Self-help,3.1,3913.0
579.0,Open-architected optimizing frame,Daniel Dominguez,Sci-Fi,3.53,7094.0
580.0,Public-key systemic secured line,Stephen Craig,Romance,3.55,7506.0
581.0,Front-line fresh-thinking framework,Margaret Schwartz,Mystery,3.67,515.0
582.0,Customizable executive help-desk,Lisa Barnes,Fantasy,4.96,175.0
583.0,Assimilated homogeneous policy,Luis Weiss,Sci-Fi,3.04,6237.0
584.0,Organic content-based ability,Zachary Moreno,Fantasy,3.94,6364.0
585.0,Future-proofed discrete open architecture,Natalie Ramirez,Fantasy,4.34,6147.0
586.0,Fully-configurable actuating standardization,Seth Gregory,Romance,4.61,6956.0
587.0,User-centric asynchronous Local Area Network,Ashley Ruiz,Romance,3.68,5673.0
588.0,Adaptive human-resource productivity,Martin Alvarado,Sci-Fi,4.1,8009.0
589.0,Synergistic bifurcated Graphical User Interface,Kelsey Shields,Romance,3.17,7371.0
590.0,Virtual actuating benchmark,,Self-help,,
591.0,Reduced uniform protocol,Samuel Dixon,Self-help,4.79,377.0
592.0,Managed 24hour customer loyalty,Patricia Wilson,Horror,4.61,1754.0
593.0,Business-focused radical collaboration,Edwin Griffin,Fantasy,3.35,1065.0
594.0,Business-focused demand-driven algorithm,Kimberly Holmes,Fantasy,4.6,1432.0
595.0,Cloned logistical complexity,Joseph Burke,Self-help,3.02,221.0
596.0,Operative neutral conglomeration,Patricia Whitaker,Sci-Fi,3.68,1154.0
597.0,Progressive fresh-thinking system engine,Mary Smith,Fantasy,4.25,7550.0
598.0,Digitized multi-state middleware,Tracy Bean,Mystery,3.66,1734.0
599.0,Enterprise-wide secondary project,Donald Jones,Mystery,3.11,2273.0
600.0,Quality-focused 24hour interface,Melissa Ball,Fantasy,4.49,1330.0
601.0,Networked bifurcated concept,Jennifer Anderson,Fantasy,,1501.0
602.0,Realigned 5thgeneration moderator,Alan Weber,Fantasy,4.58,3819.0
603.0,Persevering analyzing productivity,Casey Livingston,Fantasy,4.43,6339.0
604.0,Ergonomic systematic firmware,Daniel Pratt,Romance,4.06,7800.0
605.0,Multi-tiered responsive projection,David Murillo,Horror,4.42,8116.0
606.0,Synergized mobile ability,Adam Francis,Mystery,3.37,4720.0
607.0,Switchable stable circuit,Matthew Brooks,Sci-Fi,4.18,1004.0
608.0,Open-source radical adapter,Teresa Moore,Romance,4.02,1304.0
609.0,Face-to-face logistical hierarchy,Clayton Blankenship,Fantasy,3.4,2358.0
610.0,Re-contextualized local initiative,Tammy Brown,Self-help,4.15,3103.0
611.0,Seamless homogeneous projection,April Hull,Mystery,4.41,
,Implemented dynamic implementation,Ryan Vance,Fantasy,4.7,3731.0
613.0,Integrated 6thgeneration help-desk,Michael Coleman,Fantasy,4.27,
614.0,Profit-focused web-enabled artificial intelligence,Robin Clarke,Romance,3.82,4677.0
615.0,Vision-oriented even-keeled service-desk,David Ross,Fantasy,3.5,5649.0
616.0,Total encompassing migration,Barbara Sawyer,Sci-Fi,4.06,4124.0
617.0,Re-contextualized local methodology,Jacob Crosby,Romance,3.32,1010.0
618.0,Open-architected incremental collaboration,Dr. Crystal Johnson MD,Fantasy,3.69,990.0
619.0,Persistent real-time time-frame,Kendra Campbell,Mystery,4.64,1310.0
620.0,Compatible clear-thinking hub,Latasha Washington,Mystery,4.8,7307.0
621.0,Synchronized context-sensitive challenge,Tiffany Lopez,Fantasy,4.49,1446.0
622.0,Progressive human-resource contingency,Jason Harvey,Romance,4.54,5923.0
623.0,Advanced human-resource instruction set,Vincent Fry,Mystery,4.21,1080.0
624.0,Re-contextualized optimal installation,Steven Bennett,Thriller,4.45,5228.0
625.0,Reverse-engineered radical protocol,Leah Mclaughlin,Thriller,4.48,7872.0
626.0,Upgradable neutral encryption,Paul Navarro,Romance,3.6,8014.0
627.0,Open-architected next generation migration,Jon Carr,Romance,5.0,3118.0
628.0,Multi-layered zero-defect Internet solution,Bryan Scott,Fantasy,3.34,5782.0
629.0,Enhanced actuating model,Rhonda Woodard,Romance,4.76,5315.0
630.0,Fully-configurable bandwidth-monitored Graphic Interface,Joseph Lopez,Self-help,4.69,6607.0
631.0,Virtual radical artificial intelligence,Cameron Smith,Thriller,4.8,7409.0
632.0,Adaptive asymmetric frame,Matthew Barrett,Fantasy,4.48,6318.0
633.0,Persistent impactful circuit,Misty Acevedo,Romance,3.05,2285.0
634.0,Integrated user-facing projection,Sarah Harrell,Sci-Fi,3.76,2448.0
635.0,Upgradable non-volatile archive,Bruce Harris,Romance,3.03,2831.0
636.0,Re-engineered modular Graphic Interface,,Fantasy,4.89,3556.0
637.0,De-engineered 5thgeneration parallelism,Jessica Murphy,Fantasy,3.78,2456.0
638.0,Synchronized human-resource framework,Richard Case,Romance,3.4,8149.0
639.0,Devolved explicit access,Wayne Banks,,3.61,9001.0
640.0,Centralized multi-state contingency,Ronald Johnson,Romance,3.38,9943.0
641.0,Pre-emptive interactive interface,Rebecca Dean,Sci-Fi,3.87,2619.0
642.0,Fundamental next generation process improvement,Thomas Carroll,Thriller,4.33,5790.0
643.0,Vision-oriented needs-based alliance,Shannon Morales,Finance,3.13,5297.0
644.0,De-engineered 24hour artificial intelligence,Jacob Burton,Sci-Fi,4.22,2318.0
645.0,Adaptive local pricing structure,Brian Fox,Fantasy,4.89,3546.0
646.0,Re-engineered full-range matrices,Phillip Herman,Romance,3.03,5047.0
647.0,Stand-alone zero administration frame,Adriana Wright,Mystery,3.68,5090.0
648.0,Integrated mobile extranet,Christopher Perez,Mystery,3.86,1997.0
649.0,Compatible stable core,Mr. Samuel Davis,Thriller,4.06,5589.0
650.0,Business-focused modular matrix,Martin Jones DVM,Sci-Fi,4.61,2100.0
651.0,Monitored analyzing definition,Peter Gill,Romance,4.94,1035.0
652.0,Enhanced 6thgeneration circuit,Sandra Garner,Fantasy,3.74,4033.0
653.0,Reduced radical success,Craig Washington,Fantasy,3.65,3825.0
654.0,Expanded logistical analyzer,Nicholas Patrick,Self-help,4.81,7802.0
655.0,Integrated even-keeled knowledge user,Lee Chan,Sci-Fi,4.11,9458.0
656.0,Proactive intermediate algorithm,Tyler Perry,Sci-Fi,4.4,2083.0
657.0,De-engineered zero-defect definition,Austin Schmitt,Finance,4.56,9377.0
658.0,Adaptive system-worthy leverage,Billy Sherman,Finance,3.46,9714.0
659.0,Compatible zero tolerance leverage,Vanessa Watts,Mystery,4.63,4082.0
660.0,Vision-oriented heuristic array,Mr. Matthew Shields,Thriller,3.94,318.0
661.0,Reverse-engineered grid-enabled artificial intelligence,James Bonilla,Romance,4.76,6294.0
662.0,Automated real-time archive,Heather Smith,Sci-Fi,4.25,1333.0
663.0,Monitored needs-based support,Norman Davis,,3.93,4359.0
664.0,Organized empowering flexibility,Lisa Caldwell,Fantasy,3.78,3166.0
665.0,Fully-configurable real-time secured line,James Lucas,Sci-Fi,3.55,2345.0
666.0,Phased 24hour application,Kevin Mcclain,Romance,4.56,7762.0
667.0,Advanced transitional function,Eric Ryan,Fantasy,4.27,5362.0
668.0,Ameliorated well-modulated encryption,Rachel Gardner,Romance,4.24,9206.0
669.0,Enhanced attitude-oriented website,Melanie Chapman,Fantasy,3.55,5244.0
670.0,Object-based zero administration complexity,Nancy Williams,Thriller,3.63,8787.0
671.0,Profound holistic moratorium,Melinda Ramirez,Fantasy,4.62,3084.0
672.0,Team-oriented value-added adapter,,Finance,4.2,1973.0
673.0,Object-based fresh-thinking complexity,Gail Arellano,Romance,3.12,3194.0
674.0,Multi-tiered executive solution,Kyle Camacho,Thriller,4.01,4067.0
675.0,Up-sized disintermediate Graphical User Interface,Bonnie Brown,Sci-Fi,3.85,179.0
676.0,Ergonomic real-time Local Area Network,Samuel Gordon,Romance,3.41,4852.0
677.0,Profit-focused actuating task-force,Jessica Williams,Fantasy,4.3,6905.0
678.0,Up-sized real-time open architecture,Dr. Kyle Williams,Fantasy,3.93,2419.0
679.0,Synergistic transitional capability,Lisa Fernandez,Romance,3.76,2572.0
680.0,Up-sized system-worthy product,Diane Walker,Thriller,4.52,1766.0
681.0,Cross-group dedicated software,Brianna Price,Self-help,3.91,3241.0
682.0,Cross-platform bandwidth-monitored groupware,Kristen Hoffman,Sci-Fi,3.91,2669.0
,Mandatory cohesive website,Cody Wilson,Thriller,3.65,278.0
684.0,Right-sized solution-oriented initiative,Zachary Lindsey,Fantasy,4.74,9054.0
685.0,Synergistic cohesive circuit,Darrell Stein,Thriller,3.28,6145.0
686.0,Synergistic 24hour leverage,Dominic Dawson,Thriller,4.26,5307.0
687.0,,Rachel Boyer,Romance,3.65,566.0
688.0,Synergistic systematic throughput,Martin Gonzalez,Mystery,3.65,9315.0
689.0,Organic web-enabled architecture,Patrick Carson,Fantasy,4.02,2161.0
690.0,Re-engineered global superstructure,Dominic Walter,Thriller,4.85,2293.0
691.0,Pre-emptive human-resource installation,Jason Wright,Fantasy,4.05,3851.0
692.0,Total well-modulated orchestration,Aaron Hall,Fantasy,3.72,5851.0
693.0,Advanced client-driven synergy,Patrick Turner,Romance,,1140.0
694.0,De-engineered holistic matrix,Susan Smith,Thriller,4.09,8597.0
695.0,Networked multi-state initiative,Timothy Williams,Romance,4.58,2540.0
696.0,Front-line 6thgeneration infrastructure,Jeffrey Smith,Thriller,3.18,3396.0
697.0,Balanced clear-thinking superstructure,Margaret Holland,Romance,3.23,4273.0
698.0,Optimized encompassing access,Laurie Smith,Fantasy,3.11,9138.0
699.0,Extended optimizing analyzer,Virginia Brown,Fantasy,4.29,3695.0
700.0,User-centric disintermediate productivity,Jacob Johnson,Thriller,3.08,3812.0
701.0,Fundamental global complexity,Pamela Stevens,Self-help,4.91,2256.0
702.0,Multi-layered non-volatile Local Area Network,Holly Mathews,Thriller,,6485.0
703.0,Re-engineered solution-oriented contingency,Amanda Hanson,Fantasy,4.53,8065.0
704.0,Public-key intermediate analyzer,Walter Bailey,Fantasy,4.43,6799.0
705.0,Proactive explicit protocol,Robert Jarvis,Thriller,3.08,9662.0
706.0,Reverse-engineered client-driven analyzer,Paul Estes,Fantasy,3.46,8053.0
707.0,Horizontal system-worthy forecast,Courtney Davis,Fantasy,4.4,9529.0
708.0,Realigned 3rdgeneration product,Michelle Larson,Self-help,4.02,2690.0
709.0,Monitored responsive hardware,Diane Combs,Romance,3.3,121.0
710.0,Horizontal well-modulated groupware,Jared Camacho,Self-help,4.49,4611.0
711.0,Right-sized systemic hub,Johnny Simpson,Romance,3.75,6364.0
712.0,Intuitive tangible installation,David Cain,Fantasy,3.4,9956.0
713.0,Customer-focused intangible challenge,Jay West,Romance,3.39,4266.0
714.0,Implemented local productivity,Javier Dorsey,Romance,4.3,7400.0
715.0,Ameliorated clear-thinking customer loyalty,Zachary Diaz,Fantasy,4.21,8386.0
716.0,Multi-lateral 4thgeneration archive,,Sci-Fi,3.41,1847.0
717.0,Organic discrete service-desk,Tiffany Henderson,Fantasy,4.61,3369.0
718.0,Cross-platform foreground interface,Joseph Armstrong,Fantasy,4.14,4893.0
